sport,program,homepage,platform_detected,lead_tier,tier_rationale,tpv_min_k,tpv_max_k,region,contact_rank,contact_name,contact_title,contact_email,contact_linkedin,contact_source,outreach_channel,email_subject,outreach_body
Hockey,New Jersey Rockets,njrockets.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Northeast,2,David Gibson,Owner / Founder,,,rocketshockeyclub.com,linkedin,For New Jersey Rockets on Crossbar — a quick thought,"Hi David — noticed New Jersey Rockets is on Crossbar. We work with several Crossbar Hockey clubs to reduce the payment friction layer (fees, failed cards, reconciliation). Would a quick 15-min call be worth it?"
Hockey,St. Louis Blues Elite Hockey,stlblueselite.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Midwest,1,Matt Heffington,Executive Director,aaabluesdirector@gmail.com,,stlaaablues.com announcement,email,For St. Louis Blues Elite Hockey on Crossbar — a quick thought,"Hi Matt,

I noticed St. Louis Blues Elite Hockey is running on Crossbar — great choice for team management and schedules. We work alongside Crossbar with several elite Hockey clubs to handle the payment layer specifically: processing fees, failed payments, and manual reconciliation are often where clubs feel the most friction.

We layer in cleanly without replacing Crossbar for everything it does well. Worth 15 minutes to show you how it works for a club your size?

Best,
[Your Name]
[Company] | [Phone]"
Hockey,St. Louis Blues Elite Hockey,stlblueselite.com,Crossbar,2,Small platform (Crossbar) — upgrade opportunity,100,750,Midwest,2,Research Required,Club Administrator,,,Visit stlaaablues.com/contact,linkedin,For St. Louis Blues Elite Hockey on Crossbar — a quick thought,"Hi there — noticed St. Louis Blues Elite Hockey is on Crossbar. We work with several Crossbar Hockey clubs to reduce the payment friction layer (fees, failed cards, reconciliation). Would a quick 15-min call be worth it?"
Soccer,Solar SC,solarsc.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",50,500,South,1,Ellen Llamas,President,ellamas@solarsoccerclub.com,,solarsoccerclub.net/our-club/front-office/ + PR Newswire,email,A note for Solar SC on LeagueApps payment costs,"Hi Ellen,

Solar SC is one of the top Soccer programs in the country. We work with several LeagueApps clubs to reduce per-transaction payment costs and improve the family payment experience — without replacing LeagueApps for everything it does well.

Happy to share specific numbers in 15 minutes.

Best,
[Your Name]
[Company] | [Phone]"
Soccer,Solar SC,solarsc.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",50,500,South,2,Stephanie Landreneau,Club Administrator,admin@solarsoccerclub.net,,solarsoccerclub.net/our-club/front-office/,email,A note for Solar SC on LeagueApps payment costs,"Hi Stephanie,

Solar SC is one of the top Soccer programs in the country. We work with several LeagueApps clubs to reduce per-transaction payment costs and improve the family payment experience — without replacing LeagueApps for everything it does well.

Happy to share specific numbers in 15 minutes.

Best,
[Your Name]
[Company] | [Phone]"
Soccer,Surf Soccer Club,surfsoccer.com,PlayMetrics,3,"Entrenched (PlayMetrics) — low switching, but high volume",50,500,West,1,Research Required,Executive Director,info@surfsoccer.com,,surfsoccer.com,linkedin,Payment optimization question for Surf Soccer Club,Hi there — Surf Soccer Club is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Surf Soccer Club,surfsoccer.com,PlayMetrics,3,"Entrenched (PlayMetrics) — low switching, but high volume",50,500,West,2,Research Required,Club Administrator,,,Visit members.surfsoccer.com,linkedin,Payment optimization question for Surf Soccer Club,Hi there — Surf Soccer Club is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,FC Dallas Youth,fcdallas.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,South,1,Chris Hayden,VP / Boys Academy Director,chayden@fcdallas.com,,fcdallas.com/youth/fcdyfrontoffice,email,Payment fees for FC Dallas Youth on SportsEngine — worth a look,"Hi Chris,

FC Dallas Youth's reputation in Soccer speaks for itself. I'm reaching out because clubs your size on SportsEngine typically absorb 2.9–3.5% on every transaction in processing fees — we've helped similar programs cut that meaningfully while keeping the registration experience families already know.

Would a 15-minute call be worth it to see the numbers?

Best,
[Your Name]
[Company] | [Phone]"
Soccer,FC Dallas Youth,fcdallas.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,South,2,Attalie Morgan,Registrar,amorgan@fcdallas.com,,fcdallas.com/youth/fcdyfrontoffice,email,Payment fees for FC Dallas Youth on SportsEngine — worth a look,"Hi Attalie,

FC Dallas Youth's reputation in Soccer speaks for itself. I'm reaching out because clubs your size on SportsEngine typically absorb 2.9–3.5% on every transaction in processing fees — we've helped similar programs cut that meaningfully while keeping the registration experience families already know.

Would a 15-minute call be worth it to see the numbers?

Best,
[Your Name]
[Company] | [Phone]"
Soccer,NCFC Youth,ncfcyouth.com,PlayMetrics,3,"Entrenched (PlayMetrics) — low switching, but high volume",50,500,Southeast,1,Research Required,Executive Director,info@ncfcyouth.com,,ncfcyouth.com,linkedin,Payment optimization question for NCFC Youth,Hi there — NCFC Youth is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,NCFC Youth,ncfcyouth.com,PlayMetrics,3,"Entrenched (PlayMetrics) — low switching, but high volume",50,500,Southeast,2,Research Required,Club Administrator,,,Visit ncfcyouth.com/contact,linkedin,Payment optimization question for NCFC Youth,Hi there — NCFC Youth is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Eclipse Select SC,eclipseselect.org,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,50,500,Midwest,1,Enrique Peguero Jr,CEO / Founder,info@eclipseselect.org,linkedin.com/in/enrique-peguero-jr-1884475a,LinkedIn / eclipseselect.org,email,Quick question about Eclipse Select SC's registration setup,"Hi Enrique,

I came across Eclipse Select SC while mapping top Soccer programs in Midwest — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Eclipse Select SC's level.

Best,
[Your Name]
[Company] | [Phone]"
Soccer,Eclipse Select SC,eclipseselect.org,Unknown / Custom,1,DIY/Custom/Unknown — highest switching potential,50,500,Midwest,2,Sarah Dames,CFO,sarah@eclipseselect.org,,eclipseselect.org staff,email,Quick question about Eclipse Select SC's registration setup,"Hi Sarah,

I came across Eclipse Select SC while mapping top Soccer programs in Midwest — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Eclipse Select SC's level.

Best,
[Your Name]
[Company] | [Phone]"
Soccer,PDA Soccer,pdasoccer.com,Demosphere (OTTO Sport AI),3,"Entrenched (Demosphere / OTTO Sport AI) — low switching, but high volume",50,500,Northeast,1,Tom Anderson,President,info@pdasoccer.org,,pdasoccer.org/PDA-staff.aspx,email,Payment optimization question for PDA Soccer,"Hi Tom,

I admire what PDA Soccer has built in the Soccer space. I'm reaching out because we've helped similar programs reduce payment processing overhead and improve collection rates — often without changing the registration workflow families already use.

Would 15 minutes make sense to explore?

Best,
[Your Name]
[Company] | [Phone]"
Soccer,PDA Soccer,pdasoccer.com,Demosphere (OTTO Sport AI),3,"Entrenched (Demosphere / OTTO Sport AI) — low switching, but high volume",50,500,Northeast,2,Gerry McKeown,Boys Executive Director,,,pdasoccer.org/PDA-staff.aspx,linkedin,Payment optimization question for PDA Soccer,Hi Gerry — PDA Soccer is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,LA Galaxy Academy,lagalaxy.com,DaySmart,3,"Entrenched (DaySmart Recreation) — low switching, but high volume",50,500,West,1,Research Required,Youth Academy Director,info@youth.lagalaxy.com,,youth.lagalaxy.com,linkedin,Payment optimization question for LA Galaxy Academy,Hi there — LA Galaxy Academy is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,LA Galaxy Academy,lagalaxy.com,DaySmart,3,"Entrenched (DaySmart Recreation) — low switching, but high volume",50,500,West,2,Research Required,Director of Youth Programs,,,Visit lagalaxy.com/youth,linkedin,Payment optimization question for LA Galaxy Academy,Hi there — LA Galaxy Academy is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Concorde Fire,concordefire.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Southeast,1,Eric Steinhauser,Executive Director,ericsteinhauser@concordefire.com,,concordefire.com/concorde-info/club-info/directors-and-staff/,email,Payment fees for Concorde Fire on SportsEngine — worth a look,"Hi Eric,

Concorde Fire's reputation in Soccer speaks for itself. I'm reaching out because clubs your size on SportsEngine typically absorb 2.9–3.5% on every transaction in processing fees — we've helped similar programs cut that meaningfully while keeping the registration experience families already know.

Would a 15-minute call be worth it to see the numbers?

Best,
[Your Name]
[Company] | [Phone]"
Soccer,Concorde Fire,concordefire.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Southeast,2,Larry Lord,President,info@concordefire.com,,concordefire.com,email,Payment fees for Concorde Fire on SportsEngine — worth a look,"Hi Larry,

Concorde Fire's reputation in Soccer speaks for itself. I'm reaching out because clubs your size on SportsEngine typically absorb 2.9–3.5% on every transaction in processing fees — we've helped similar programs cut that meaningfully while keeping the registration experience families already know.

Would a 15-minute call be worth it to see the numbers?

Best,
[Your Name]
[Company] | [Phone]"
Soccer,Houston Dash Academy,houstondash.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",50,500,South,1,Research Required,Academy Director,info@houstondynamoyouth.com,,houstondash.com / houstondynamoyouth.leagueapps.com,linkedin,A note for Houston Dash Academy on LeagueApps payment costs,Hi there — Houston Dash Academy is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Houston Dash Academy,houstondash.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",50,500,South,2,Research Required,Club Administrator,,,Visit houstondynamoyouth.leagueapps.com,linkedin,A note for Houston Dash Academy on LeagueApps payment costs,Hi there — Houston Dash Academy is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Sporting KC Academy,sportingkc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Midwest,1,Research Required,Academy Director,info@sportingkc.com,,sportingkc.com / sportingkcacademy.com,linkedin,Payment fees for Sporting KC Academy on SportsEngine — worth a look,Hi there — Sporting KC Academy is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Soccer,Sporting KC Academy,sportingkc.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",50,500,Midwest,2,Research Required,Director of Youth Programs,,,Visit sportingkcacademy.com/contact,linkedin,Payment fees for Sporting KC Academy on SportsEngine — worth a look,Hi there — Sporting KC Academy is one of the top Soccer programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Team Takeover,teamtakeoverhoops.com,Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Mid-Atlantic,1,Keith Stevens,Founder / Director,info@team-takeover.com,,team-takeover.com,email,Quick question about Team Takeover's registration setup,"Hi Keith,

I came across Team Takeover while mapping top Basketball programs in Mid-Atlantic — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Team Takeover's level.

Best,
[Your Name]
[Company] | [Phone]"
Basketball,Team Takeover,teamtakeoverhoops.com,Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Mid-Atlantic,2,Research Required,Program Director,,,Visit team-takeover.com/contact,linkedin,Quick question about Team Takeover's registration setup,Hi there — I came across Team Takeover while researching elite Basketball programs in Mid-Atlantic. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Brad Beal Elite,bradbeaelite.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",30,200,Midwest,1,Tim Holloway,President / Executive Director,,,bradleybealelite.com / web search (314-479-5897),linkedin,A note for Brad Beal Elite on LeagueApps payment costs,Hi Tim — Brad Beal Elite is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Brad Beal Elite,bradbeaelite.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",30,200,Midwest,2,Megan Jackson,Staff,,linkedin.com/in/megan-jackson-575408271,LinkedIn,linkedin,A note for Brad Beal Elite on LeagueApps payment costs,Hi Megan — Brad Beal Elite is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Oakland Soldiers,oaklandsoldiersbasketball.com,Custom / Exposure Events,1,DIY/Custom/Unknown — highest switching potential,30,200,West,1,Greg Davis,Executive Director,info@soldierbasketball.com,,soldierbasketball.com,email,Quick question about Oakland Soldiers's registration setup,"Hi Greg,

I came across Oakland Soldiers while mapping top Basketball programs in West — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Oakland Soldiers's level.

Best,
[Your Name]
[Company] | [Phone]"
Basketball,Oakland Soldiers,oaklandsoldiersbasketball.com,Custom / Exposure Events,1,DIY/Custom/Unknown — highest switching potential,30,200,West,2,Lance Olivier,Director of Player Personnel,lance@soldierbasketball.com,,ZoomInfo / soldierbasketball.com,email,Quick question about Oakland Soldiers's registration setup,"Hi Lance,

I came across Oakland Soldiers while mapping top Basketball programs in West — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Oakland Soldiers's level.

Best,
[Your Name]
[Company] | [Phone]"
Basketball,Mokan Elite,mokanelite.com,Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Midwest,1,Matt Suther,Founder / Director,info@mokanbasketball.com,,mokanbasketball.com,email,Quick question about Mokan Elite's registration setup,"Hi Matt,

I came across Mokan Elite while mapping top Basketball programs in Midwest — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Mokan Elite's level.

Best,
[Your Name]
[Company] | [Phone]"
Basketball,Mokan Elite,mokanelite.com,Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Midwest,2,Research Required,Program Director,,,Visit mokanbasketball.com/contact,linkedin,Quick question about Mokan Elite's registration setup,Hi there — I came across Mokan Elite while researching elite Basketball programs in Midwest. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,PSA Cardinals,psacardinals.com,Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Northeast,1,Terrance 'Munch' Williams,Director / Founder,info@psacardinals.com,,psacardinals.com,email,Quick question about PSA Cardinals's registration setup,"Hi Terrance,

I came across PSA Cardinals while mapping top Basketball programs in Northeast — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at PSA Cardinals's level.

Best,
[Your Name]
[Company] | [Phone]"
Basketball,PSA Cardinals,psacardinals.com,Custom,1,DIY/Custom/Unknown — highest switching potential,30,200,Northeast,2,Research Required,Program Director,,,Visit psacardinals.com/contact,linkedin,Quick question about PSA Cardinals's registration setup,Hi there — I came across PSA Cardinals while researching elite Basketball programs in Northeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,All In Elite,allineliteua.com,Custom (Squarespace),1,DIY/Custom/Unknown — highest switching potential,30,200,Mid-Atlantic,1,Ryan Silver,Founder / Director,info@allineliteua.com,,allineliteua.com/contact-us,email,Quick question about All In Elite's registration setup,"Hi Ryan,

I came across All In Elite while mapping top Basketball programs in Mid-Atlantic — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at All In Elite's level.

Best,
[Your Name]
[Company] | [Phone]"
Basketball,All In Elite,allineliteua.com,Custom (Squarespace),1,DIY/Custom/Unknown — highest switching potential,30,200,Mid-Atlantic,2,Research Required,Program Director,,,Visit allineliteua.com/contact-us,linkedin,Quick question about All In Elite's registration setup,Hi there — I came across All In Elite while researching elite Basketball programs in Mid-Atlantic. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Team Penny,teampennyaau.com,,1,DIY/Custom/Unknown — highest switching potential,30,200,Southeast,1,Research Required,Director / Founder,,,teampennyaau.com — verify domain; pennyhardawaybasketballcamp.com,linkedin,Quick question about Team Penny's registration setup,Hi there — I came across Team Penny while researching elite Basketball programs in Southeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Team Penny,teampennyaau.com,,1,DIY/Custom/Unknown — highest switching potential,30,200,Southeast,2,Research Required,Program Director,,,Manual research required,linkedin,Quick question about Team Penny's registration setup,Hi there — I came across Team Penny while researching elite Basketball programs in Southeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,NY Rens,nyrens.org,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,Northeast,1,Research Required,Executive Director,info@nyrhoops.org,,nyrhoops.org,linkedin,Payment fees for NY Rens on SportsEngine — worth a look,Hi there — NY Rens is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,NY Rens,nyrens.org,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,Northeast,2,Research Required,Program Director,,,Visit nyrhoops.sportngin.com,linkedin,Payment fees for NY Rens on SportsEngine — worth a look,Hi there — NY Rens is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Nightrydas Elite,nightrydaselite.com,TicketLeap + Exposure Events,1,DIY/Custom/Unknown — highest switching potential,30,200,Southeast,1,Jordan Maurice,Director / Founder,nightrydaselite@gmail.com,,nightrydaselite.com / web search,email,Quick question about Nightrydas Elite's registration setup,"Hi Jordan,

I came across Nightrydas Elite while mapping top Basketball programs in Southeast — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at Nightrydas Elite's level.

Best,
[Your Name]
[Company] | [Phone]"
Basketball,Nightrydas Elite,nightrydaselite.com,TicketLeap + Exposure Events,1,DIY/Custom/Unknown — highest switching potential,30,200,Southeast,2,Research Required,Program Director,,,Visit nightrydaselite.com/contact,linkedin,Quick question about Nightrydas Elite's registration setup,Hi there — I came across Nightrydas Elite while researching elite Basketball programs in Southeast. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Basketball,Howard Pulley Panthers,howardpulleypanthers.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,Midwest,1,Research Required,Executive Director,info@howardpulleybasketball.com,,howardpulleybasketball.com,linkedin,Payment fees for Howard Pulley Panthers on SportsEngine — worth a look,Hi there — Howard Pulley Panthers is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Basketball,Howard Pulley Panthers,howardpulleypanthers.com,SportsEngine,3,"Entrenched (SportsEngine) — low switching, but high volume",30,200,Midwest,2,Research Required,Program Director,,,Visit howardpulleybasketball.sportngin.com,linkedin,Payment fees for Howard Pulley Panthers on SportsEngine — worth a look,Hi there — Howard Pulley Panthers is one of the top Basketball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Baseball Factory,baseballfactory.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,National,1,Research Required,CEO / President,info@baseballfactory.com,,baseballfactory.com,linkedin,A note for Baseball Factory on LeagueApps payment costs,Hi there — Baseball Factory is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Baseball Factory,baseballfactory.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,National,2,Research Required,Director of Operations,,,Visit baseballfactory.com/staff,linkedin,A note for Baseball Factory on LeagueApps payment costs,Hi there — Baseball Factory is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Future Stars Series,futurestarsseries.com,Stack Sports,3,"Entrenched (Stack Sports) — low switching, but high volume",75,600,National,1,Research Required,President / Director,info@futurestarsseries.com,,futurestarsseries.com,linkedin,Payment optimization question for Future Stars Series,Hi there — Future Stars Series is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Future Stars Series,futurestarsseries.com,Stack Sports,3,"Entrenched (Stack Sports) — low switching, but high volume",75,600,National,2,Research Required,Club Administrator,,,Visit futurestarsseries.com/contact,linkedin,Payment optimization question for Future Stars Series,Hi there — Future Stars Series is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Canes Midwest,canesbaseball.net,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Midwest,1,Research Required,Midwest Regional Director,info@canesmidwestbaseball.com,,canesmidwestbaseball.com,linkedin,A note for Canes Midwest on LeagueApps payment costs,Hi there — Canes Midwest is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Canes Midwest,canesbaseball.net,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Midwest,2,Sammy Serrano,Central Regional Director,,,canesbaseball.net/canes-tab-sammy-serrano-as-central-regional-director/,linkedin,A note for Canes Midwest on LeagueApps payment costs,Hi Sammy — Canes Midwest is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,USSSA Baseball,usssa.com,Custom In-House,1,DIY/Custom/Unknown — highest switching potential,75,600,National,1,John J. Latella,CEO,info@usssa.com,,usssa.com/contact / web search,email,Quick question about USSSA Baseball's registration setup,"Hi John,

I came across USSSA Baseball while mapping top Baseball programs in National — impressive what you've built. I noticed you're handling registration and payments through a custom setup, which usually means you've outgrown what the off-the-shelf platforms offer.

We work with programs like yours to modernize payment collection — better parent UX, faster reconciliation, lower processing fees — without disrupting what's already working. No platform lock-in, no long-term contracts.

Would 15 minutes this week make sense? Happy to show you what it looks like for a program at USSSA Baseball's level.

Best,
[Your Name]
[Company] | [Phone]"
Baseball,USSSA Baseball,usssa.com,Custom In-House,1,DIY/Custom/Unknown — highest switching potential,75,600,National,2,Research Required,Director of Baseball,,,Visit usssa.com/contact,linkedin,Quick question about USSSA Baseball's registration setup,Hi there — I came across USSSA Baseball while researching elite Baseball programs in National. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Select Baseball,selectbaseballclub.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Midwest,1,Research Required,President / Director,info@selectbaseballclub.com,,selectbaseballclub.com,linkedin,A note for Select Baseball on LeagueApps payment costs,Hi there — Select Baseball is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Select Baseball,selectbaseballclub.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Midwest,2,Research Required,Club Administrator,,,Visit selectbaseball.leagueapps.com,linkedin,A note for Select Baseball on LeagueApps payment costs,Hi there — Select Baseball is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,New England Ruffnecks,neruffnecks.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Northeast,1,Research Required,President / Director,info@neruffnecks.com,,neruffnecks.com,linkedin,A note for New England Ruffnecks on LeagueApps payment costs,Hi there — New England Ruffnecks is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,New England Ruffnecks,neruffnecks.com,LeagueApps,3,"Entrenched (LeagueApps) — low switching, but high volume",75,600,Northeast,2,Research Required,Club Administrator,,,Visit neruffnecks.leagueapps.com,linkedin,A note for New England Ruffnecks on LeagueApps payment costs,Hi there — New England Ruffnecks is one of the top Baseball programs in the country. I work with similar clubs on reducing payment processing costs and improving family payment experience. Would a quick 15-minute conversation make sense?
Baseball,Texas Bombers Baseball,texasbombers.com,Square,1,DIY/Custom/Unknown — highest switching potential,75,600,South,1,Research Required,President / Director,info@texasbombers.com,,texasbombers.com,linkedin,Quick question about Texas Bombers Baseball's registration setup,Hi there — I came across Texas Bombers Baseball while researching elite Baseball programs in South. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
Baseball,Texas Bombers Baseball,texasbombers.com,Square,1,DIY/Custom/Unknown — highest switching potential,75,600,South,2,Research Required,Club Administrator,,,Visit texasbombers.square.site,linkedin,Quick question about Texas Bombers Baseball's registration setup,Hi there — I came across Texas Bombers Baseball while researching elite Baseball programs in South. Quick question: have you explored alternatives to your current payment/registration setup? We work with similar clubs and typically save them time and money without disrupting what's already working. Worth a quick 15-min chat?
